Area,Item / ID,Live binding / source,Implementation,Art,Remaining work / evidence
"Spell","core:magicArrow","New Horizons school assignment: new-horizons:sorcery; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:magicMirror","New Horizons school assignment: new-horizons:sorcery; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:meteorShower","New Horizons school assignment: new-horizons:havoc; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:mirth","New Horizons school assignment: new-horizons:chaos; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:misfortune","New Horizons school assignment: new-horizons:chaos; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:prayer","New Horizons school assignment: new-horizons:light; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:precision","New Horizons school assignment: new-horizons:sorcery; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:protectAir","New Horizons school assignment: new-horizons:light; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:protectEarth","New Horizons school assignment: new-horizons:light; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:protectFire","New Horizons school assignment: new-horizons:light; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:protectWater","New Horizons school assignment: new-horizons:light; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:quicksand","New Horizons school assignment: new-horizons:nature; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:removeObstacle","New Horizons school assignment: new-horizons:nature; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","new-horizons:transfigureMatter","school=new-horizons:sorcery; iconBook=SPELLS.def:0:64; iconScroll=SPELLSCR.def:0:64; iconEffect=SPELLINT.def:0:65; iconImmune=SPELLINT.def:0:65; iconScenarioBonus=SPELLBON.def:0:64; Mods/new-horizons/Content/config/spells/newHorizons.json","Provisional","Provisional","A matching classic-adjacent spell frame is present (Chain Lightning 19 or Remove Obstacle 64); obtain visual approval and review all spell-role slots."
"Spell","core:resurrection","New Horizons school assignment: new-horizons:light; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:sacrifice","New Horizons school assignment: new-horizons:shadow; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:scuttleBoat","New Horizons school assignment: new-horizons:havoc; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:shield","New Horizons school assignment: new-horizons:light; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:slayer","New Horizons school assignment: new-horizons:nature; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:slow","New Horizons school assignment: new-horizons:sorcery; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:sorrow","New Horizons school assignment: new-horizons:chaos; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:stoneSkin","New Horizons school assignment: new-horizons:nature; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:teleport","New Horizons school assignment: new-horizons:sorcery; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","new-horizons:timeStop","school=new-horizons:sorcery; iconBook=SPELLS.def:0:15; iconScroll=SPELLSCR.def:0:15; iconEffect=SPELLINT.def:0:16; iconImmune=SPELLINT.def:0:16; iconScenarioBonus=SPELLBON.def:0:15; Mods/new-horizons/Content/config/spells/newHorizons.json","Provisional","Not done","Book/scroll/bonus art currently uses frame 15, verified as Magic Arrow. Replace with role-appropriate original art and review the other spell graphics slots."
"Spell","core:viewAir","New Horizons school assignment: new-horizons:nature; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:viewEarth","New Horizons school assignment: new-horizons:nature; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:visions","New Horizons school assignment: new-horizons:sorcery; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:waterElemental","New Horizons school assignment: new-horizons:nature|new-horizons:havoc; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:weakness","New Horizons school assignment: new-horizons:shadow; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Order","Brace (heroCommand:brace)","NH_brace_button.json; NH_brace_icon.png; NH_brace_{normal|pressed|disabled|highlighted}.png; client/battle/BattleHeroActionWindow.cpp","Provisional","Provisional","Eight source bindings exist; graphical in-game review and explicit final-art approval remain."
"Order","Charge (heroCommand:charge)","NH_charge_button.json; NH_charge_icon.png; NH_charge_{normal|pressed|disabled|highlighted}.png; client/battle/BattleHeroActionWindow.cpp","Provisional","Provisional","Eight source bindings exist; graphical in-game review and explicit final-art approval remain."
"Order","Flank (heroCommand:flank)","NH_flank_button.json; NH_flank_icon.png; NH_flank_{normal|pressed|disabled|highlighted}.png; client/battle/BattleHeroActionWindow.cpp","Provisional","Provisional","Eight source bindings exist; graphical in-game review and explicit final-art approval remain."
"Order","Focus Fire (heroCommand:focusFire)","NH_focusFire_button.json; NH_focusFire_icon.png; NH_focusFire_{normal|pressed|disabled|highlighted}.png; client/battle/BattleHeroActionWindow.cpp","Provisional","Provisional","Eight source bindings exist; graphical in-game review and explicit final-art approval remain."
"Order","Hold the Line (heroCommand:holdTheLine)","NH_holdTheLine_button.json; NH_holdTheLine_icon.png; NH_holdTheLine_{normal|pressed|disabled|highlighted}.png; client/battle/BattleHeroActionWindow.cpp","Provisional","Provisional","Eight source bindings exist; graphical in-game review and explicit final-art approval remain."
"Order","Protect (heroCommand:protect)","NH_protect_button.json; NH_protect_icon.png; NH_protect_{normal|pressed|disabled|highlighted}.png; client/battle/BattleHeroActionWindow.cpp","Provisional","Provisional","Eight source bindings exist; graphical in-game review and explicit final-art approval remain."
"Order","Riposte (heroCommand:riposte)","NH_riposte_button.json; NH_riposte_icon.png; NH_riposte_{normal|pressed|disabled|highlighted}.png; client/battle/BattleHeroActionWindow.cpp","Provisional","Provisional","Eight source bindings exist; graphical in-game review and explicit final-art approval remain."
"Order","Second Wind (heroCommand:secondWind)","NH_secondWind_button.json; NH_secondWind_icon.png; NH_secondWind_{normal|pressed|disabled|highlighted}.png; client/battle/BattleHeroActionWindow.cpp","Provisional","Provisional","Eight source bindings exist; graphical in-game review and explicit final-art approval remain."
"Spellbook bookmark","Light selected/unselected","NH_light_bookmark.json -> NH_light_bookmark_{selected,unselected}.png; Mods/new-horizons/mod.json; CSpellWindow uses frames 0/1 and small-book 68x51 fit","Provisional","Final","User explicitly marked the six school bookmark artworks Final. Verify compact rendering, state order, hit areas, and visual fit in the actual book."
"Spellbook header","Light page-one header","NH_light_header.png (160x96); Mods/new-horizons/mod.json; client/windows/CSpellWindow.cpp","Provisional","Provisional","Runtime path is bound; user visual approval and native page-one/top-margin review remain."
"Spell mastery border","Light proficiency frames","NH_light_spellBorders.json -> NH_light_spellBorder_{none,basic,advanced,expert}.png; Mods/new-horizons/mod.json; client/windows/CSpellWindow.cpp","Provisional","Provisional","Four proficiency frames are bound; verify corner progression, spell-center clearance, and in-game fit; user visual approval remains."
"Spellbook bookmark","Nature selected/unselected","NH_nature_bookmark.json -> NH_nature_bookmark_{selected,unselected}.png; Mods/new-horizons/mod.json; CSpellWindow uses frames 0/1 and small-book 68x51 fit","Provisional","Final","User explicitly marked the six school bookmark artworks Final. Verify compact rendering, state order, hit areas, and visual fit in the actual book."
"Spellbook header","Nature page-one header","NH_nature_header.png (160x96); Mods/new-horizons/mod.json; client/windows/CSpellWindow.cpp","Provisional","Provisional","Runtime path is bound; user visual approval and native page-one/top-margin review remain."
"Spell mastery border","Nature proficiency frames","NH_nature_spellBorders.json -> NH_nature_spellBorder_{none,basic,advanced,expert}.png; Mods/new-horizons/mod.json; client/windows/CSpellWindow.cpp","Provisional","Provisional","Four proficiency frames are bound; verify corner progression, spell-center clearance, and in-game fit; user visual approval remains."
"Spellbook bookmark","Sorcery selected/unselected","NH_sorcery_bookmark.json -> NH_sorcery_bookmark_{selected,unselected}.png; Mods/new-horizons/mod.json; CSpellWindow uses frames 0/1 and small-book 68x51 fit","Provisional","Final","User explicitly marked the six school bookmark artworks Final. Verify compact rendering, state order, hit areas, and visual fit in the actual book."
"Spellbook header","Sorcery page-one header","NH_sorcery_header.png (160x96); Mods/new-horizons/mod.json; client/windows/CSpellWindow.cpp","Provisional","Provisional","Runtime path is bound; user visual approval and native page-one/top-margin review remain."
"Spell mastery border","Sorcery proficiency frames","NH_sorcery_spellBorders.json -> NH_sorcery_spellBorder_{none,basic,advanced,expert}.png; Mods/new-horizons/mod.json; client/windows/CSpellWindow.cpp","Provisional","Provisional","Four proficiency frames are bound; verify corner progression, spell-center clearance, and in-game fit; user visual approval remains."
"Spellbook bookmark","Havoc selected/unselected","NH_havoc_bookmark.json -> NH_havoc_bookmark_{selected,unselected}.png; Mods/new-horizons/mod.json; CSpellWindow uses frames 0/1 and small-book 68x51 fit","Provisional","Final","User explicitly marked the six school bookmark artworks Final. Verify compact rendering, state order, hit areas, and visual fit in the actual book."
"Spellbook header","Havoc page-one header","NH_havoc_header.png (160x96); Mods/new-horizons/mod.json; client/windows/CSpellWindow.cpp","Provisional","Provisional","Runtime path is bound; user visual approval and native page-one/top-margin review remain."
"Spell mastery border","Havoc proficiency frames","NH_havoc_spellBorders.json -> NH_havoc_spellBorder_{none,basic,advanced,expert}.png; Mods/new-horizons/mod.json; client/windows/CSpellWindow.cpp","Provisional","Provisional","Four proficiency frames are bound; verify corner progression, spell-center clearance, and in-game fit; user visual approval remains."
"Spellbook bookmark","Shadow selected/unselected","NH_shadow_bookmark.json -> NH_shadow_bookmark_{selected,unselected}.png; Mods/new-horizons/mod.json; CSpellWindow uses frames 0/1 and small-book 68x51 fit","Provisional","Final","User explicitly marked the six school bookmark artworks Final. Verify compact rendering, state order, hit areas, and visual fit in the actual book."
"Spellbook header","Shadow page-one header","NH_shadow_header.png (160x96); Mods/new-horizons/mod.json; client/windows/CSpellWindow.cpp","Provisional","Provisional","Runtime path is bound; user visual approval and native page-one/top-margin review remain."
"Spell mastery border","Shadow proficiency frames","NH_shadow_spellBorders.json -> NH_shadow_spellBorder_{none,basic,advanced,expert}.png; Mods/new-horizons/mod.json; client/windows/CSpellWindow.cpp","Provisional","Provisional","Four proficiency frames are bound; verify corner progression, spell-center clearance, and in-game fit; user visual approval remains."
"Spellbook bookmark","Chaos selected/unselected","NH_chaos_bookmark.json -> NH_chaos_bookmark_{selected,unselected}.png; Mods/new-horizons/mod.json; CSpellWindow uses frames 0/1 and small-book 68x51 fit","Provisional","Final","User explicitly marked the six school bookmark artworks Final. Verify compact rendering, state order, hit areas, and visual fit in the actual book."
"Spellbook header","Chaos page-one header","NH_chaos_header.png (160x96); Mods/new-horizons/mod.json; client/windows/CSpellWindow.cpp","Provisional","Provisional","Runtime path is bound; user visual approval and native page-one/top-margin review remain."
"Spell mastery border","Chaos proficiency frames","NH_chaos_spellBorders.json -> NH_chaos_spellBorder_{none,basic,advanced,expert}.png; Mods/new-horizons/mod.json; client/windows/CSpellWindow.cpp","Provisional","Provisional","Four proficiency frames are bound; verify corner progression, spell-center clearance, and in-game fit; user visual approval remains."
"UI component","School emblem/button outputs","NH_<school>_icon.png; NH_<school>_button.json and state PNGs","Not done","Provisional","Files exist, but current spell-school handler only reads the bookmark, header, and border fields. Confirm a product consumer before treating this family as integrated."
"UI component","Orders entry button","NH_orders_gauntlet.json and four state PNGs; generated SPRITES/NH_orders_gauntlet_framed; BattleWindow.cpp","Provisional","Provisional","Bound in the battle window; visually review normal/pressed/disabled/highlighted and framed placement."
"UI component","Primary hero stat icons","NH_hero_attack, defense, power, knowledge, growth at 32/64px; CHeroWindow.cpp","Provisional","Provisional","Source bindings and files exist; review labels, sizes, and placement in hero/growth panels."
"UI component","Secondary hero stat icons","NH_hero_mana, movement, morale, luck at 32/64px; CHeroWindow.cpp and HeroGrowthWindow.cpp","Provisional","Provisional","Source bindings and files exist; review native readability and layout."
"UI component","Leadership and Siege capability icons","NH_hero_leadership_44/24 in CHeroWindow.cpp; NH_capability_leadership family retained for CCastleInterface.cpp; NH_capability_siege unchanged","Provisional","Provisional","Hero Leadership uses retained HoMM3-skill banner art at native slot sizes. Verify hero screen, recruitment cost, and hover/readout use in GUI."
"UI component","Hero Movement icon","NH_hero_movement_44 in CHeroWindow.cpp; NH_hero_movement_painted_32 in HeroGrowthWindow.cpp; assets/new-horizons/art-source/hero-attribute-replacements-v1/","Provisional","Provisional","Retained HoMM3-skill winged riding boot replaces the old glyph at native 44px/32px. Source/export checks do not establish rendered acceptance."
"UI component","Core/Elite/Champion icons","NH_hero_core, NH_hero_elite, NH_hero_champion at 32/64px; CCastleInterface.cpp","Provisional","Provisional","Images are present; confirm category labels and recruitment use against the current category source."
"Non-live/legacy","Hero mastery indicators","NH_hero_mastery at 32/64px and three NH_mastery_artillery* rank choices at 32/64px","Not done","Provisional","Retained legacy mastery/artillery artwork; not an active NH 1.0 requirement. File existence does not establish a live consumer or approval for reuse."
"UI component","Hero growth/action entry controls","NH_hero_growth_entry and NH_hero_actions_entry four-state descriptors; NH_hero_actions_back.png","Provisional","Provisional","State descriptors/files exist; record runtime visual and interaction acceptance."
"UI component","Quick-save/load buttons","NH_qsave_24/32/64x32 and NH_qload_24/32/64x32 descriptors/state files","Provisional","Provisional","User-authorized controls are present in the mod; final visual and installed-asset journey evidence is not recorded here."
"UI component","Creature ability/status icons","NH_status_*_50.png (ten user-authorized status families); Mods/new-horizons/Images","Provisional","Provisional","Outputs exist; preserve source/status mappings and review legibility/semantic fit in combat."
"UI component","Spell-points blue buffer presentation","client/windows/SpellPointPresentation.h; client/battle/HeroInfoWindow.cpp; client/widgets/MiscWidgets.cpp; hero, exchange, kingdom and spellbook tooltip bindings","Provisional","Not done","Compiled readouts show total including Buffer; blue annotation is separate in narrow battle and compact hero tooltips. Integrated in promoted source checkpoint cf815453b; focused native tests and headless new-game initialization pass. Rendered long-value clipping checks and graphical acceptance remain pending; hidden maximum is not queried. Sparkle art is not bound; preview is not a runtime asset."
"UI component","Fortress/Conflux recruitment cards","Ranked CFortScreen cards; compact Conflux contained-portrait branch; CCastleInterface.cpp","Provisional","Provisional","Source layout exists but no GUI acceptance is recorded. Confirm all requested Fortress/Conflux rosters, labels, and category mappings; the 14-row Conflux mapping is still a proposal."
"UI component","Extra Mage Guild I–V presentation","Castle, Stronghold, and Fortress reuse existing final guild-screen structure per current mod.json description","Provisional","Provisional","Current description calls these levels a presentation placeholder; inspect the actual faction guild screens before accepting the added rows."
"Planned perk","Encirclement (new-horizons:offense.encirclement)","config/newHorizonsPerks.json skills.new-horizons:offense.perks[id=new-horizons:offense.encirclement].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Pursuit (new-horizons:offense.pursuit)","config/newHorizonsPerks.json skills.new-horizons:offense.perks[id=new-horizons:offense.pursuit].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Cleave (new-horizons:offense.cleave)","config/newHorizonsPerks.json skills.new-horizons:offense.perks[id=new-horizons:offense.cleave].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Vengeance (new-horizons:offense.vengeance)","config/newHorizonsPerks.json skills.new-horizons:offense.perks[id=new-horizons:offense.vengeance].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Relentless Assault (new-horizons:offense.relentlessAssault)","config/newHorizonsPerks.json skills.new-horizons:offense.perks[id=new-horizons:offense.relentlessAssault].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","No Quarter (new-horizons:offense.noQuarter)","config/newHorizonsPerks.json skills.new-horizons:offense.perks[id=new-horizons:offense.noQuarter].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Shield Master (new-horizons:armorer.shieldMaster)","config/newHorizonsPerks.json skills.new-horizons:armorer.perks[id=new-horizons:armorer.shieldMaster].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Iron Discipline (new-horizons:armorer.ironDiscipline)","config/newHorizonsPerks.json skills.new-horizons:armorer.perks[id=new-horizons:armorer.ironDiscipline].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Countercharge (new-horizons:armorer.countercharge)","config/newHorizonsPerks.json skills.new-horizons:armorer.perks[id=new-horizons:armorer.countercharge].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Pavise (new-horizons:armorer.pavise)","config/newHorizonsPerks.json skills.new-horizons:armorer.perks[id=new-horizons:armorer.pavise].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Formation Fighting (new-horizons:armorer.formationFighting)","config/newHorizonsPerks.json skills.new-horizons:armorer.perks[id=new-horizons:armorer.formationFighting].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Unyielding (new-horizons:armorer.unyielding)","config/newHorizonsPerks.json skills.new-horizons:armorer.perks[id=new-horizons:armorer.unyielding].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Veteran (new-horizons:armorer.veteran)","config/newHorizonsPerks.json skills.new-horizons:armorer.perks[id=new-horizons:armorer.veteran].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Defiant (new-horizons:armorer.defiant)","config/newHorizonsPerks.json skills.new-horizons:armorer.perks[id=new-horizons:armorer.defiant].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Last Stand (new-horizons:armorer.lastStand)","config/newHorizonsPerks.json skills.new-horizons:armorer.perks[id=new-horizons:armorer.lastStand].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Bastion (new-horizons:armorer.bastion)","config/newHorizonsPerks.json skills.new-horizons:armorer.perks[id=new-horizons:armorer.bastion].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Target Caller (new-horizons:archery.targetCaller)","config/newHorizonsPerks.json skills.new-horizons:archery.perks[id=new-horizons:archery.targetCaller].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Skirmisher (new-horizons:archery.skirmisher)","config/newHorizonsPerks.json skills.new-horizons:archery.perks[id=new-horizons:archery.skirmisher].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Point-Blank Shot (new-horizons:archery.pointBlankShot)","config/newHorizonsPerks.json skills.new-horizons:archery.perks[id=new-horizons:archery.pointBlankShot].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Counterfire (new-horizons:archery.counterfire)","config/newHorizonsPerks.json skills.new-horizons:archery.perks[id=new-horizons:archery.counterfire].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Armor-Piercing Shot (new-horizons:archery.armorPiercingShot)","config/newHorizonsPerks.json skills.new-horizons:archery.perks[id=new-horizons:archery.armorPiercingShot].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Suppression (new-horizons:archery.suppression)","config/newHorizonsPerks.json skills.new-horizons:archery.perks[id=new-horizons:archery.suppression].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","High Arc (new-horizons:archery.highArc)","config/newHorizonsPerks.json skills.new-horizons:archery.perks[id=new-horizons:archery.highArc].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Crossfire (new-horizons:archery.crossfire)","config/newHorizonsPerks.json skills.new-horizons:archery.perks[id=new-horizons:archery.crossfire].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Deadeye (new-horizons:archery.deadeye)","config/newHorizonsPerks.json skills.new-horizons:archery.perks[id=new-horizons:archery.deadeye].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
"Planned perk","Rain of Arrows (new-horizons:archery.rainOfArrows)","config/newHorizonsPerks.json skills.new-horizons:archery.perks[id=new-horizons:archery.rainOfArrows].effect.status=planned; client/windows/NewHorizonsPerkIcons.h unknown-ID fallback=NH_perk_neutral","Not done","Not done","Non-live planned entry; no effect/UI or perk-specific icon binding is established. When activated, implement from the gameplay design and add role-appropriate art; the generic fallback is not artwork approval."
